TITLE = "vncfd python"
VARIABLES = "X", "Y"
-8.9135,9.0421,0
-8.5358,8.9517,0
-8.1649,8.8462,0
-7.8122,8.729,0
-7.4796,8.6011,0
-7.1667,8.4645,0
-6.8717,8.3207,0
-6.592,8.1716,0
-6.3252,8.0185,0
-6.0687,7.8626,0
-5.8204,7.7047,0
-5.5784,7.5454,0
-5.3412,7.3851,0
-5.1075,7.2241,0
-4.8764,7.0626,0
-4.6472,6.9008,0
-4.4194,6.7387,0
-4.1924,6.5765,0
-3.9661,6.4141,0
-3.7402,6.2516,0
-3.5146,6.089,0
-3.2892,5.9263,0
-3.0639,5.7633,0
-2.8386,5.6001,0
-2.6133,5.4366,0
-2.388,5.2724,0
-2.1626,5.1075,0
-1.937,4.9414,0
-1.7112,4.7736,0
-1.485,4.6034,0
-1.2584,4.43,0
-1.0312,4.252,0
-0.80345,4.068,0
-0.57497,3.8757,0
-0.34585,3.6727,0
-0.11641,3.4558,0
0.11273,3.2211,0
0.34037,2.964,0
0.5646,2.6795,0
0.78286,2.3626,0
0.99074,2.0102,0
1.19,1.6225,0
1.4478,1.733,0
1.6185,1.3136,0
1.7599,0.88854,0
1.8499,0.44792,0
1.8809,-2.6021e-17,0
1.8499,-0.44792,0
1.7599,-0.88854,0
1.6185,-1.3136,0
1.4478,-1.733,0
1.2563,-2.1376,0
1.0546,-2.5114,0
0.84206,-2.853,0
0.62231,-3.1636,0
0.3976,-3.4466,0
0.16997,-3.7059,0
-0.059109,-3.9453,0
-0.28866,-4.1683,0
-0.5181,-4.3781,0
-0.74709,-4.5771,0
-0.97552,-4.7676,0
-1.2034,-4.9513,0
-1.4306,-5.1297,0
-1.6575,-5.3041,0
-1.8839,-5.4753,0
-2.1101,-5.6442,0
-2.3362,-5.8113,0
-2.5622,-5.9771,0
-2.7882,-6.1419,0
-3.0145,-6.3059,0
-3.241,-6.4694,0
-3.4681,-6.6324,0
-3.6959,-6.7951,0
-3.9247,-6.9574,0
-4.1549,-7.1193,0
-4.387,-7.2808,0
-4.6215,-7.4417,0
-4.8594,-7.602,0
-5.1014,-7.7614,0
-5.3487,-7.9196,0
-5.6027,-8.0763,0
-5.8649,-8.2307,0
-6.137,-8.3823,0
-6.4211,-8.53,0
-6.7191,-8.6727,0
-7.0331,-8.809,0
-7.3647,-8.9374,0
-7.7151,-9.0565,0
-8.0844,-9.1649,0
-8.4709,-9.26,0
-8.8674,-9.3401,0
-9.2754,-9.4,0
-9.7004,-9.4203,0
-10.136,-9.3897,0
-10.577,-9.299,0
-11.015,-9.143,0
-11.439,-8.921,0
-11.871,-8.6499,0
-12.281,-8.3305,0
-12.639,-7.997,0
-12.943,-7.6534,0
-13.199,-7.3068,0
-13.415,-6.9605,0
-13.597,-6.6167,0
-13.754,-6.2762,0
-13.889,-5.9389,0
-14.007,-5.6045,0
-14.111,-5.2725,0
-14.204,-4.9421,0
-14.287,-4.613,0
-14.361,-4.2845,0
-14.429,-3.9564,0
-14.489,-3.6283,0
-14.544,-3.3001,0
-14.593,-2.9716,0
-14.636,-2.6427,0
-14.675,-2.3134,0
-14.708,-1.9837,0
-14.735,-1.6537,0
-14.758,-1.3234,0
-14.776,-0.99276,0
-14.788,-0.66196,0
-14.796,-0.33101,0
-14.798,6.4773e-16,0
-14.796,0.33101,0
-14.788,0.66196,0
-14.776,0.99276,0
-14.758,1.3234,0
-14.735,1.6537,0
-14.708,1.9837,0
-14.675,2.3134,0
-14.636,2.6427,0
-14.593,2.9716,0
-14.544,3.3001,0
-14.489,3.6283,0
-14.429,3.9564,0
-14.361,4.2845,0
-14.287,4.613,0
-14.204,4.9421,0
-14.111,5.2725,0
-14.007,5.6045,0
-13.889,5.9389,0
-13.754,6.2762,0
-13.597,6.6167,0
-13.415,6.9605,0
-13.199,7.3068,0
-12.943,7.6534,0
-12.639,7.997,0
-12.281,8.3305,0
-11.871,8.6499,0
-11.439,8.921,0
-11.015,9.143,0
-10.577,9.299,0
-10.136,9.3897,0
-9.7004,9.4203,0
-9.2754,9.4,0
-8.8674,9.3401,0
-8.4709,9.26,0
-8.0844,9.1649,0
-7.7151,9.0565,0
-7.3647,8.9374,0
-7.0331,8.809,0
-6.7191,8.6727,0
-6.4211,8.53,0
-6.137,8.3823,0
-5.8649,8.2307,0
-5.6027,8.0763,0
-5.3487,7.9196,0
-5.1014,7.7614,0
-4.8594,7.602,0
-4.6215,7.4417,0
-4.387,7.2808,0
-4.1549,7.1193,0
-3.9247,6.9574,0
-3.6959,6.7951,0
-3.4681,6.6324,0
-3.241,6.4694,0
-3.0145,6.3059,0
-2.7882,6.1419,0
-2.5622,5.9771,0
-2.3362,5.8113,0
-2.1101,5.6442,0
-1.8839,5.4753,0
-1.6575,5.3041,0
-1.4306,5.1297,0
-1.2034,4.9513,0
-0.97552,4.7676,0
-0.74709,4.5771,0
-0.5181,4.3781,0
-0.28866,4.1683,0
-0.059109,3.9453,0
0.16997,3.7059,0
0.3976,3.4466,0
0.62231,3.1636,0
0.84206,2.853,0
1.0546,2.5114,0
1.2563,2.1376,0
1.4478,1.733,0
1.7631,1.8544,0
1.9275,1.4133,0
2.0659,0.95898,0
2.1558,0.4845,0
2.187,1.7347e-18,0
2.1558,-0.4845,0
2.0659,-0.95898,0
1.9275,-1.4133,0
1.7631,-1.8544,0
1.5809,-2.279,0
1.3869,-2.6759,0
1.1818,-3.0434,0
0.96831,-3.3819,0
0.74847,-3.6934,0
0.52418,-3.9807,0
0.29703,-4.2469,0
0.068235,-4.4949,0
-0.16135,-4.7275,0
-0.39115,-4.9469,0
-0.62081,-5.1555,0
-0.85015,-5.3549,0
-1.0791,-5.5469,0
-1.3076,-5.7328,0
-1.5359,-5.9136,0
-1.7639,-6.0903,0
-1.9919,-6.2638,0
-2.2199,-6.4347,0
-2.4483,-6.6034,0
-2.6772,-6.7705,0
-2.9069,-6.9361,0
-3.1378,-7.1006,0
-3.3702,-7.2641,0
-3.6046,-7.4266,0
-3.8416,-7.5882,0
-4.0818,-7.7489,0
-4.326,-7.9084,0
-4.575,-8.0667,0
-4.83,-8.2235,0
-5.092,-8.3783,0
-5.3624,-8.5306,0
-5.6427,-8.6798,0
-5.9344,-8.8251,0
-6.239,-8.9654,0
-6.5582,-9.0996,0
-6.8935,-9.2264,0
-7.2459,-9.3445,0
-7.6165,-9.4526,0
-8.0055,-9.5492,0
-8.4118,-9.6304,0
-8.831,-9.6952,0
-9.2667,-9.7388,0
-9.723,-9.7427,0
-10.193,-9.695,0
-10.667,-9.5861,0
-11.137,-9.4117,0
-11.588,-9.1743,0
-12.038,-8.894,0
-12.47,-8.574,0
-12.856,-8.2368,0
-13.192,-7.8875,0
-13.481,-7.5324,0
-13.729,-7.1752,0
-13.941,-6.8187,0
-14.124,-6.4644,0
-14.281,-6.113,0
-14.419,-5.7645,0
-14.539,-5.4189,0
-14.645,-5.0756,0
-14.738,-4.7343,0
-14.822,-4.3945,0
-14.896,-4.0557,0
-14.962,-3.7177,0
-15.021,-3.38,0
-15.073,-3.0426,0
-15.119,-2.7051,0
-15.16,-2.3676,0
-15.194,-2.0299,0
-15.223,-1.692,0
-15.247,-1.3538,0
-15.265,-1.0156,0
-15.278,-0.67713,0
-15.286,-0.33859,0
-15.289,2.0364e-16,0
-15.286,0.33859,0
-15.278,0.67713,0
-15.265,1.0156,0
-15.247,1.3538,0
-15.223,1.692,0
-15.194,2.0299,0
-15.16,2.3676,0
-15.119,2.7051,0
-15.073,3.0426,0
-15.021,3.38,0
-14.962,3.7177,0
-14.896,4.0557,0
-14.822,4.3945,0
-14.738,4.7343,0
-14.645,5.0756,0
-14.539,5.4189,0
-14.419,5.7645,0
-14.281,6.113,0
-14.124,6.4644,0
-13.941,6.8187,0
-13.729,7.1752,0
-13.481,7.5324,0
-13.192,7.8875,0
-12.856,8.2368,0
-12.47,8.574,0
-12.038,8.894,0
-11.588,9.1743,0
-11.137,9.4117,0
-10.667,9.5861,0
-10.193,9.695,0
-9.723,9.7427,0
-9.2667,9.7388,0
-8.831,9.6952,0
-8.4118,9.6304,0
-8.0055,9.5492,0
-7.6165,9.4526,0
-7.2459,9.3445,0
-6.8935,9.2264,0
-6.5582,9.0996,0
-6.239,8.9654,0
-5.9344,8.8251,0
-5.6427,8.6798,0
-5.3624,8.5306,0
-5.092,8.3783,0
-4.83,8.2235,0
-4.575,8.0667,0
-4.326,7.9084,0
-4.0818,7.7489,0
-3.8416,7.5882,0
-3.6046,7.4266,0
-3.3702,7.2641,0
-3.1378,7.1006,0
-2.9069,6.9361,0
-2.6772,6.7705,0
-2.4483,6.6034,0
-2.2199,6.4347,0
-1.9919,6.2638,0
-1.7639,6.0903,0
-1.5359,5.9136,0
-1.3076,5.7328,0
-1.0791,5.5469,0
-0.85015,5.3549,0
-0.62081,5.1555,0
-0.39115,4.9469,0
-0.16135,4.7275,0
0.068235,4.4949,0
0.29703,4.2469,0
0.52418,3.9807,0
0.74847,3.6934,0
0.96831,3.3819,0
1.1818,3.0434,0
1.3869,2.6759,0
1.5809,2.279,0
1.7631,1.8544,0
2.1488,1.984,0
2.3023,1.5171,0
2.4323,1.0311,0
2.5177,0.52161,0
2.5476,1.7347e-18,0
2.5177,-0.52161,0
2.4323,-1.0311,0
2.3023,-1.5171,0
2.1488,-1.984,0
1.9784,-2.4324,0
1.7942,-2.8549,0
1.5985,-3.2503,0
1.3935,-3.6185,0
1.1807,-3.9609,0
0.96194,-4.2795,0
0.73877,-4.5763,0
0.51248,-4.8538,0
0.28408,-5.1143,0
0.054334,-5.3599,0
-0.17621,-5.5924,0
-0.40721,-5.8138,0
-0.63845,-6.0254,0
-0.86986,-6.2288,0
-1.1014,-6.425,0
-1.3333,-6.6152,0
-1.5656,-6.8002,0
-1.7986,-6.9807,0
-2.0325,-7.1575,0
-2.2677,-7.3311,0
-2.5046,-7.5019,0
-2.7437,-7.6702,0
-2.9854,-7.8363,0
-3.2304,-8.0003,0
-3.4794,-8.1623,0
-3.7331,-8.3224,0
-3.9924,-8.4803,0
-4.2581,-8.6359,0
-4.5313,-8.7889,0
-4.8131,-8.9388,0
-5.1047,-9.085,0
-5.4074,-9.2269,0
-5.7223,-9.3636,0
-6.0508,-9.4941,0
-6.3941,-9.6173,0
-6.7533,-9.732,0
-7.1295,-9.8368,0
-7.5235,-9.9306,0
-7.9361,-10.012,0
-8.3667,-10.074,0
-8.8122,-10.118,0
-9.2775,-10.139,0
-9.766,-10.121,0
-10.27,-10.052,0
-10.778,-9.9226,0
-11.28,-9.7305,0
-11.761,-9.4802,0
-12.234,-9.1928,0
-12.69,-8.8716,0
-13.105,-8.5305,0
-13.476,-8.1756,0
-13.801,-7.8122,0
-14.084,-7.4441,0
-14.33,-7.0745,0
-14.544,-6.7053,0
-14.73,-6.3379,0
-14.892,-5.973,0
-15.034,-5.6109,0
-15.159,-5.2514,0
-15.268,-4.8944,0
-15.365,-4.5396,0
-15.45,-4.1866,0
-15.526,-3.835,0
-15.592,-3.4846,0
-15.65,-3.135,0
-15.701,-2.786,0
-15.745,-2.4374,0
-15.783,-2.089,0
-15.814,-1.7408,0
-15.839,-1.3926,0
-15.859,-1.0445,0
-15.873,-0.69634,0
-15.881,-0.34817,0
-15.884,-1.5718e-16,0
-15.881,0.34817,0
-15.873,0.69634,0
-15.859,1.0445,0
-15.839,1.3926,0
-15.814,1.7408,0
-15.783,2.089,0
-15.745,2.4374,0
-15.701,2.786,0
-15.65,3.135,0
-15.592,3.4846,0
-15.526,3.835,0
-15.45,4.1866,0
-15.365,4.5396,0
-15.268,4.8944,0
-15.159,5.2514,0
-15.034,5.6109,0
-14.892,5.973,0
-14.73,6.3379,0
-14.544,6.7053,0
-14.33,7.0745,0
-14.084,7.4441,0
-13.801,7.8122,0
-13.476,8.1756,0
-13.105,8.5305,0
-12.69,8.8716,0
-12.234,9.1928,0
-11.761,9.4802,0
-11.28,9.7305,0
-10.778,9.9226,0
-10.27,10.052,0
-9.766,10.121,0
-9.2775,10.139,0
-8.8122,10.118,0
-8.3667,10.074,0
-7.9361,10.012,0
-7.5235,9.9306,0
-7.1295,9.8368,0
-6.7533,9.732,0
-6.3941,9.6173,0
-6.0508,9.4941,0
-5.7223,9.3636,0
-5.4074,9.2269,0
-5.1047,9.085,0
-4.8131,8.9388,0
-4.5313,8.7889,0
-4.2581,8.6359,0
-3.9924,8.4803,0
-3.7331,8.3224,0
-3.4794,8.1623,0
-3.2304,8.0003,0
-2.9854,7.8363,0
-2.7437,7.6702,0
-2.5046,7.5019,0
-2.2677,7.3311,0
-2.0325,7.1575,0
-1.7986,6.9807,0
-1.5656,6.8002,0
-1.3333,6.6152,0
-1.1014,6.425,0
-0.86986,6.2288,0
-0.63845,6.0254,0
-0.40721,5.8138,0
-0.17621,5.5924,0
0.054334,5.3599,0
0.28408,5.1143,0
0.51248,4.8538,0
0.73877,4.5763,0
0.96194,4.2795,0
1.1807,3.9609,0
1.3935,3.6185,0
1.5985,3.2503,0
1.7942,2.8549,0
1.9784,2.4324,0
2.1488,1.984,0
2.6213,2.1176,0
2.7593,1.6211,0
2.8756,1.1021,0
2.9521,0.55775,0
2.979,-3.9899e-17,0
2.9521,-0.55775,0
2.8756,-1.1021,0
2.7593,-1.6211,0
2.6213,-2.1176,0
2.4659,-2.5939,0
2.2944,-3.0454,0
2.1106,-3.4713,0
1.9163,-3.8717,0
1.713,-4.2476,0
1.5022,-4.6003,0
1.2851,-4.9314,0
1.0631,-5.2427,0
0.83732,-5.5361,0
0.60846,-5.8131,0
0.37722,-6.0756,0
0.14406,-6.3251,0
-0.090715,-6.5629,0
-0.32695,-6.7904,0
-0.56458,-7.0087,0
-0.80369,-7.2188,0
-1.0444,-7.4216,0
-1.287,-7.618,0
-1.5317,-7.8085,0
-1.7789,-7.9938,0
-2.0292,-8.1744,0
-2.2829,-8.3507,0
-2.5406,-8.5229,0
-2.8031,-8.6912,0
-3.0709,-8.8558,0
-3.3448,-9.0167,0
-3.6256,-9.1738,0
-3.9143,-9.3268,0
-4.2116,-9.4755,0
-4.5187,-9.6195,0
-4.8364,-9.7581,0
-5.1659,-9.8907,0
-5.5082,-10.017,0
-5.8643,-10.135,0
-6.2352,-10.244,0
-6.6219,-10.343,0
-7.0254,-10.431,0
-7.4468,-10.506,0
-7.8874,-10.566,0
-8.3463,-10.605,0
-8.8212,-10.623,0
-9.3174,-10.615,0
-9.8376,-10.569,0
-10.374,-10.474,0
-10.916,-10.322,0
-11.451,-10.113,0
-11.963,-9.8522,0
-12.462,-9.5594,0
-12.946,-9.2365,0
-13.393,-8.8911,0
-13.799,-8.5304,0
-14.163,-8.1589,0
-14.485,-7.78,0
-14.77,-7.3969,0
-15.02,-7.0121,0
-15.24,-6.6274,0
-15.434,-6.2441,0
-15.604,-5.8628,0
-15.753,-5.4839,0
-15.885,-5.1076,0
-16.001,-4.7338,0
-16.102,-4.3624,0
-16.192,-3.993,0
-16.27,-3.6254,0
-16.338,-3.2594,0
-16.398,-2.8947,0
-16.448,-2.5311,0
-16.491,-2.1682,0
-16.527,-1.806,0
-16.556,-1.4443,0
-16.578,-1.083,0
-16.593,-0.72185,0
-16.603,-0.36089,0
-16.606,-4.3474e-16,0
-16.603,0.36089,0
-16.593,0.72185,0
-16.578,1.083,0
-16.556,1.4443,0
-16.527,1.806,0
-16.491,2.1682,0
-16.448,2.5311,0
-16.398,2.8947,0
-16.338,3.2594,0
-16.27,3.6254,0
-16.192,3.993,0
-16.102,4.3624,0
-16.001,4.7338,0
-15.885,5.1076,0
-15.753,5.4839,0
-15.604,5.8628,0
-15.434,6.2441,0
-15.24,6.6274,0
-15.02,7.0121,0
-14.77,7.3969,0
-14.485,7.78,0
-14.163,8.1589,0
-13.799,8.5304,0
-13.393,8.8911,0
-12.946,9.2365,0
-12.462,9.5594,0
-11.963,9.8522,0
-11.451,10.113,0
-10.916,10.322,0
-10.374,10.474,0
-9.8376,10.569,0
-9.3174,10.615,0
-8.8212,10.623,0
-8.3463,10.605,0
-7.8874,10.566,0
-7.4468,10.506,0
-7.0254,10.431,0
-6.6219,10.343,0
-6.2352,10.244,0
-5.8643,10.135,0
-5.5082,10.017,0
-5.1659,9.8907,0
-4.8364,9.7581,0
-4.5187,9.6195,0
-4.2116,9.4755,0
-3.9143,9.3268,0
-3.6256,9.1738,0
-3.3448,9.0167,0
-3.0709,8.8558,0
-2.8031,8.6912,0
-2.5406,8.5229,0
-2.2829,8.3507,0
-2.0292,8.1744,0
-1.7789,7.9938,0
-1.5317,7.8085,0
-1.287,7.618,0
-1.0444,7.4216,0
-0.80369,7.2188,0
-0.56458,7.0087,0
-0.32695,6.7904,0
-0.090715,6.5629,0
0.14406,6.3251,0
0.37722,6.0756,0
0.60846,5.8131,0
0.83732,5.5361,0
1.0631,5.2427,0
1.2851,4.9314,0
1.5022,4.6003,0
1.713,4.2476,0
1.9163,3.8717,0
2.1106,3.4713,0
2.2944,3.0454,0
2.4659,2.5939,0
2.6213,2.1176,0
3.2016,2.2497,0
3.3199,1.7211,0
3.4178,1.1688,0
3.4816,0.59123,0
3.5041,-5.3776e-17,0
3.4816,-0.59123,0
3.4178,-1.1688,0
3.3199,-1.7211,0
3.2016,-2.2497,0
3.0646,-2.758,0
2.9092,-3.2424,0
2.7401,-3.7021,0
2.5592,-4.1378,0
2.3676,-4.5502,0
2.1665,-4.9404,0
1.9571,-5.3096,0
1.7406,-5.659,0
1.5179,-5.9901,0
1.2899,-6.3041,0
1.0571,-6.6024,0
0.82015,-6.8863,0
0.57937,-7.1569,0
0.335,-7.4154,0
0.087167,-7.6628,0
-0.16411,-7.8999,0
-0.41892,-8.1277,0
-0.6774,-8.3467,0
-0.93981,-8.5577,0
-1.2064,-8.7611,0
-1.4777,-8.9575,0
-1.754,-9.1472,0
-2.0358,-9.3305,0
-2.3237,-9.5075,0
-2.6183,-9.6783,0
-2.9202,-9.843,0
-3.2302,-10.001,0
-3.5489,-10.154,0
-3.8771,-10.299,0
-4.2157,-10.437,0
-4.5654,-10.567,0
-4.9272,-10.69,0
-5.3019,-10.803,0
-5.6903,-10.906,0
-6.0934,-10.999,0
-6.5121,-11.079,0
-6.9475,-11.145,0
-7.4007,-11.197,0
-7.8733,-11.231,0
-8.3641,-11.24,0
-8.8707,-11.225,0
-9.3981,-11.183,0
-9.9489,-11.103,0
-10.516,-10.979,0
-11.09,-10.804,0
-11.656,-10.578,0
-12.201,-10.308,0
-12.731,-10.011,0
-13.245,-9.6853,0
-13.726,-9.3351,0
-14.17,-8.9683,0
-14.575,-8.5885,0
-14.94,-8.1987,0
-15.267,-7.802,0
-15.559,-7.4011,0
-15.819,-6.9981,0
-16.05,-6.5947,0
-16.255,-6.192,0
-16.436,-5.7909,0
-16.597,-5.3918,0
-16.738,-4.995,0
-16.863,-4.6006,0
-16.973,-4.2086,0
-17.069,-3.8188,0
-17.152,-3.4312,0
-17.224,-3.0454,0
-17.286,-2.6613,0
-17.339,-2.2785,0
-17.382,-1.897,0
-17.416,-1.5165,0
-17.443,-1.1367,0
-17.462,-0.75751,0
-17.473,-0.37866,0
-17.477,-2.9596e-16,0
-17.473,0.37866,0
-17.462,0.75751,0
-17.443,1.1367,0
-17.416,1.5165,0
-17.382,1.897,0
-17.339,2.2785,0
-17.286,2.6613,0
-17.224,3.0454,0
-17.152,3.4312,0
-17.069,3.8188,0
-16.973,4.2086,0
-16.863,4.6006,0
-16.738,4.995,0
-16.597,5.3918,0
-16.436,5.7909,0
-16.255,6.192,0
-16.05,6.5947,0
-15.819,6.9981,0
-15.559,7.4011,0
-15.267,7.802,0
-14.94,8.1987,0
-14.575,8.5885,0
-14.17,8.9683,0
-13.726,9.3351,0
-13.245,9.6853,0
-12.731,10.011,0
-12.201,10.308,0
-11.656,10.578,0
-11.09,10.804,0
-10.516,10.979,0
-9.9489,11.103,0
-9.3981,11.183,0
-8.8707,11.225,0
-8.3641,11.24,0
-7.8733,11.231,0
-7.4007,11.197,0
-6.9475,11.145,0
-6.5121,11.079,0
-6.0934,10.999,0
-5.6903,10.906,0
-5.3019,10.803,0
-4.9272,10.69,0
-4.5654,10.567,0
-4.2157,10.437,0
-3.8771,10.299,0
-3.5489,10.154,0
-3.2302,10.001,0
-2.9202,9.843,0
-2.6183,9.6783,0
-2.3237,9.5075,0
-2.0358,9.3305,0
-1.754,9.1472,0
-1.4777,8.9575,0
-1.2064,8.7611,0
-0.93981,8.5577,0
-0.6774,8.3467,0
-0.41892,8.1277,0
-0.16411,7.8999,0
0.087167,7.6628,0
0.335,7.4154,0
0.57937,7.1569,0
0.82015,6.8863,0
1.0571,6.6024,0
1.2899,6.3041,0
1.5179,5.9901,0
1.7406,5.659,0
1.9571,5.3096,0
2.1665,4.9404,0
2.3676,4.5502,0
2.5592,4.1378,0
2.7401,3.7021,0
2.9092,3.2424,0
3.0646,2.758,0
3.2016,2.2497,0
3.9164,2.3748,0
4.0122,1.8125,0
4.0889,1.2281,0
4.1377,0.62038,0
4.1547,2.949e-17,0
4.1377,-0.62038,0
4.0889,-1.2281,0
4.0122,-1.8125,0
3.9164,-2.3748,0
3.8008,-2.9182,0
3.6645,-3.4393,0
3.5128,-3.9369,0
3.3471,-4.4119,0
3.1685,-4.865,0
2.978,-5.297,0
2.7766,-5.7087,0
2.5652,-6.1012,0
2.3446,-6.4754,0
2.1157,-6.8321,0
1.879,-7.1725,0
1.635,-7.4975,0
1.3843,-7.8079,0
1.1271,-8.1046,0
0.86358,-8.3884,0
0.594,-8.66,0
0.31837,-8.9201,0
0.036665,-9.1692,0
-0.25121,-9.4078,0
-0.54541,-9.6363,0
-0.84617,-9.8552,0
-1.1538,-10.065,0
-1.4685,-10.265,0
-1.7908,-10.456,0
-2.121,-10.638,0
-2.4597,-10.81,0
-2.8074,-10.974,0
-3.1645,-11.128,0
-3.5316,-11.272,0
-3.9095,-11.406,0
-4.2986,-11.529,0
-4.6998,-11.64,0
-5.1136,-11.74,0
-5.5408,-11.827,0
-5.9823,-11.9,0
-6.4389,-11.958,0
-6.9116,-11.999,0
-7.4016,-12.022,0
-7.9104,-12.024,0
-8.4361,-11.998,0
-8.9759,-11.946,0
-9.5345,-11.865,0
-10.114,-11.749,0
-10.709,-11.592,0
-11.311,-11.391,0
-11.908,-11.15,0
-12.485,-10.871,0
-13.047,-10.569,0
-13.595,-10.24,0
-14.114,-9.8836,0
-14.599,-9.51,0
-15.047,-9.1214,0
-15.458,-8.7204,0
-15.832,-8.3097,0
-16.171,-7.8921,0
-16.477,-7.4699,0
-16.751,-7.045,0
-16.997,-6.6189,0
-17.217,-6.1928,0
-17.414,-5.7676,0
-17.588,-5.3439,0
-17.743,-4.922,0
-17.88,-4.5021,0
-18,-4.0845,0
-18.105,-3.669,0
-18.197,-3.2556,0
-18.275,-2.8441,0
-18.341,-2.4344,0
-18.396,-2.0262,0
-18.439,-1.6194,0
-18.473,-1.2136,0
-18.497,-0.80862,0
-18.511,-0.40418,0
-18.516,-1.8404e-17,0
-18.511,0.40418,0
-18.497,0.80862,0
-18.473,1.2136,0
-18.439,1.6194,0
-18.396,2.0262,0
-18.341,2.4344,0
-18.275,2.8441,0
-18.197,3.2556,0
-18.105,3.669,0
-18,4.0845,0
-17.88,4.5021,0
-17.743,4.922,0
-17.588,5.3439,0
-17.414,5.7676,0
-17.217,6.1928,0
-16.997,6.6189,0
-16.751,7.045,0
-16.477,7.4699,0
-16.171,7.8921,0
-15.832,8.3097,0
-15.458,8.7204,0
-15.047,9.1214,0
-14.599,9.51,0
-14.114,9.8836,0
-13.595,10.24,0
-13.047,10.569,0
-12.485,10.871,0
-11.908,11.15,0
-11.311,11.391,0
-10.709,11.592,0
-10.114,11.749,0
-9.5345,11.865,0
-8.9759,11.946,0
-8.4361,11.998,0
-7.9104,12.024,0
-7.4016,12.022,0
-6.9116,11.999,0
-6.4389,11.958,0
-5.9823,11.9,0
-5.5408,11.827,0
-5.1136,11.74,0
-4.6998,11.64,0
-4.2986,11.529,0
-3.9095,11.406,0
-3.5316,11.272,0
-3.1645,11.128,0
-2.8074,10.974,0
-2.4597,10.81,0
-2.121,10.638,0
-1.7908,10.456,0
-1.4685,10.265,0
-1.1538,10.065,0
-0.84617,9.8552,0
-0.54541,9.6363,0
-0.25121,9.4078,0
0.036665,9.1692,0
0.31837,8.9201,0
0.594,8.66,0
0.86358,8.3884,0
1.1271,8.1046,0
1.3843,7.8079,0
1.635,7.4975,0
1.879,7.1725,0
2.1157,6.8321,0
2.3446,6.4754,0
2.5652,6.1012,0
2.7766,5.7087,0
2.978,5.297,0
3.1685,4.865,0
3.3471,4.4119,0
3.5128,3.9369,0
3.6645,3.4393,0
3.8008,2.9182,0
3.9164,2.3748,0
4.8005,2.489,0
4.8736,1.8927,0
4.9293,1.278,0
4.9631,0.64427,0
4.9746,1.1276e-16,0
4.9631,-0.64427,0
4.9293,-1.278,0
4.8736,-1.8927,0
4.8005,-2.489,0
4.707,-3.0699,0
4.5911,-3.6312,0
4.4577,-4.1712,0
4.3077,-4.6903,0
4.1419,-5.1893,0
3.961,-5.6687,0
3.766,-6.129,0
3.5574,-6.5708,0
3.3362,-6.9946,0
3.1029,-7.401,0
2.8581,-7.7906,0
2.6025,-8.164,0
2.3366,-8.5218,0
2.0606,-8.8645,0
1.7751,-9.1925,0
1.4803,-9.5064,0
1.1765,-9.8066,0
0.86366,-10.093,0
0.54204,-10.367,0
0.21161,-10.628,0
-0.12762,-10.876,0
-0.47574,-11.112,0
-0.83285,-11.335,0
-1.1991,-11.545,0
-1.5747,-11.744,0
-1.9599,-11.929,0
-2.355,-12.102,0
-2.7602,-12.261,0
-3.176,-12.407,0
-3.6025,-12.539,0
-4.0404,-12.656,0
-4.49,-12.759,0
-4.9517,-12.845,0
-5.4263,-12.915,0
-5.9141,-12.967,0
-6.4161,-13,0
-6.9329,-13.012,0
-7.4654,-13.002,0
-8.0149,-12.968,0
-8.5786,-12.904,0
-9.1535,-12.811,0
-9.7435,-12.69,0
-10.351,-12.535,0
-10.971,-12.345,0
-11.598,-12.119,0
-12.222,-11.86,0
-12.831,-11.572,0
-13.427,-11.263,0
-14.011,-10.927,0
-14.569,-10.564,0
-15.097,-10.182,0
-15.592,-9.7833,0
-16.052,-9.3701,0
-16.477,-8.9447,0
-16.868,-8.5095,0
-17.224,-8.0669,0
-17.549,-7.6189,0
-17.843,-7.1672,0
-18.109,-6.7134,0
-18.349,-6.2585,0
-18.564,-5.8034,0
-18.756,-5.349,0
-18.927,-4.8955,0
-19.079,-4.4434,0
-19.212,-3.9929,0
-19.328,-3.544,0
-19.428,-3.0968,0
-19.513,-2.6511,0
-19.584,-2.2069,0
-19.641,-1.7639,0
-19.685,-1.322,0
-19.716,-0.88086,0
-19.734,-0.44029,0
-19.74,-1.2943e-16,0
-19.734,0.44029,0
-19.716,0.88086,0
-19.685,1.322,0
-19.641,1.7639,0
-19.584,2.2069,0
-19.513,2.6511,0
-19.428,3.0968,0
-19.328,3.544,0
-19.212,3.9929,0
-19.079,4.4434,0
-18.927,4.8955,0
-18.756,5.349,0
-18.564,5.8034,0
-18.349,6.2585,0
-18.109,6.7134,0
-17.843,7.1672,0
-17.549,7.6189,0
-17.224,8.0669,0
-16.868,8.5095,0
-16.477,8.9447,0
-16.052,9.3701,0
-15.592,9.7833,0
-15.097,10.182,0
-14.569,10.564,0
-14.011,10.927,0
-13.427,11.263,0
-12.831,11.572,0
-12.222,11.86,0
-11.598,12.119,0
-10.971,12.345,0
-10.351,12.535,0
-9.7435,12.69,0
-9.1535,12.811,0
-8.5786,12.904,0
-8.0149,12.968,0
-7.4654,13.002,0
-6.9329,13.012,0
-6.4161,13,0
-5.9141,12.967,0
-5.4263,12.915,0
-4.9517,12.845,0
-4.49,12.759,0
